2636 3891,4054,5366,5787,5794
2565 2243,3424,3506,5366,5746
2361 301,709,2589,5366,5787
2376 1243,2243,5366,5746,5794
2625 2009,3179,4054,5366,5794
1912 1612,2009,3166,5366,5746
908 1111,1612,2928,2945,5794
2979 2207,3179,4542,4956,5794
2055 2945,3424,3891,5787,5794
1121 1111,1979,5746,5794,5800
2260 1111,1612,5746,5794,5800
1854 1612,3388,3629,5366,5746
772 1243,1979,4121,5794,5887
1895 1181,1243,1612,3388,5746
541 523,2207,2287,4542,5794
1739 1243,1612,3424,4121,5366
721 1243,4121,5366,5794,5887
450 1181,1612,1979,4971,5366
2806 1181,1612,1979,4121,5366
2121 1243,2243,5366,5787,5794
2899 2009,3179,3421,4956,5794
2670 1140,1612,3388,3424,5366
727 3200,3891,5366,5794,5887
582 523,1612,3081,5787,5887
2039 3424,3891,4054,5366,5794
2694 1612,2009,3200,3388,5366
1284 2243,3424,5366,5746,5794
2486 3200,3891,5366,5746,5794
817 1612,2760,3388,4054,5366
2032 3891,4160,5366,5787,5794
5 1140,1448,3179,4507,5366
695 4054,4160,5366,5787,5794
1597 1612,2760,3388,3629,5366
2626 3179,3424,4121,4542,5794
2135 523,1243,1612,5787,5887
1290 523,1140,1612,3424,5794
223 523,2243,2250,5366,5794
10 1111,1296,1612,2760,3388
327 2009,3421,4956,5746,5794
1746 1612,3200,3424,5366,5794
1549 1098,1612,3424,5366,5794
2347 523,1634,2250,2287,4542
1025 3179,4121,4542,5794,5887
692 1243,1612,4121,5366,5746
2700 301,709,1264,5366,5787
177 1612,2243,3424,3891,5366
2131 1792,3891,5366,5794,5887
853 1111,1612,4054,5746,5794
123 2009,2243,3410,5366,5746
2506 3421,5366,5746,5794,5887
2360 2243,2945,3767,5746,5794
491 1181,1979,5746,5794,5800
2501 2287,3424,4121,4542,5794
1555 1612,4971,5366,5746,5794
791 1448,3179,4121,5366,5887
2564 1243,1612,4087,5366,5794
2380 301,709,1612,2009,5095
2590 1243,1979,2243,5366,5746
189 2009,3200,5366,5746,5794
1043 3179,4121,4542,5787,5794
866 2945,3352,5746,5787,5794
1768 1181,1612,2760,3388,5746
1781 180,2287,3424,3506,5366
430 709,1612,2009,4039,5366
1651 3179,3424,3891,3915,5794
2416 2287,3424,3506,5746,5794
1232 2250,4542,5787,5794,5887
1567 1612,2009,3352,5746,5794
1115 1612,2243,3767,3891,5746
602 2760,3424,3506,3909,5366
66 2287,3166,3506,5366,5794
2830 2287,3179,3424,4956,5794
1218 709,1140,1612,2243,5366
2965 1612,2243,3424,5366,5746
940 523,1264,2287,5366,5794
1569 3512,3891,5746,5787,5794
1669 1792,2243,3506,5366,5746
2711 2009,2243,4956,5746,5794
2707 1140,1243,1612,5366,5794
2957 301,1612,2589,5366,5787
1939 180,2287,3424,4507,5366
2383 523,1243,1612,3424,4121
1069 2243,5366,5746,5787,5794
1984 1612,2009,2589,3388,5366
2691 709,1612,5095,5366,5787
2765 523,2287,3166,5366,5794
368 3179,3424,4121,5366,5794
671 3424,4160,5366,5787,5794
1822 1612,3200,3767,3891,5794
1914 1612,3512,3891,5746,5787
2606 180,3179,3424,4507,5366
1139 1111,2928,5746,5787,5794
2949 1243,1612,2243,5366,5746
363 1181,1612,5746,5794,5800
2436 709,1264,2009,2287,5366
2206 1140,2009,2287,5366,5794
2734 523,1140,1243,5366,5794
451 709,1612,2009,2589,5366
1008 1612,3891,4971,5366,5794
777 1612,2009,3388,5746,5800
1332 3424,4542,4956,5746,5787
2973 1612,3424,4121,5787,5794
2780 523,1140,1612,5794,5887
2850 523,1098,3424,4542,5794
1626 1181,1612,1979,4971,5794
563 523,2207,2287,5366,5794
2855 301,709,2009,4039,5366
1686 301,1612,5095,5366,5787
1679 17,1612,5746,5787,5794
2761 1098,1181,1979,5366,5794
1778 1979,4971,5366,5746,5794
578 523,2243,4121,5366,5794
2584 1181,1612,1979,4121,5794
632 1243,2243,3388,5366,5746
1370 2760,3424,3891,5366,5746
2661 191,3166,5366,5746,5794
1732 1243,3424,4542,5746,5787
1315 1792,5366,5746,5794,5887
1108 2243,3388,3424,5366,5746
1740 1243,2287,5366,5794,5887
2167 1098,1612,3424,4542,5794
1666 2945,3767,3891,5746,5787
2099 1243,4121,4542,5787,5887
924 1612,2009,3388,5095,5366
1321 1243,3388,4054,5366,5746
2394 301,1799,2009,3629,5366
494 1612,2009,4039,5366,5794
2881 1111,1296,1612,1792,5794
2275 1979,2243,3200,5366,5794
1221 1979,3226,5746,5794,5887
489 1612,2945,3352,3767,5746
881 2009,3166,5366,5746,5794
1582 523,1181,4121,5366,5787
693 1612,2928,2945,5746,5794
975 1612,2928,2945,5787,5794
1880 2009,2287,4054,4956,5794
706 1801,1979,2243,5366,5794
34 301,709,1612,4039,5366
645 2250,5366,5787,5794,5887
504 1140,1612,2243,5366,5794
44 1612,2945,3767,4054,5794
128 301,709,1612,2009,2589
953 1111,1612,1979,5746,5800
1545 2207,2287,3506,5366,5794
2679 1243,4121,5787,5794,5887
1333 1127,1612,3767,5746,5794
603 1243,1612,3388,3629,5366
720 1140,1612,2760,3388,5366
265 1243,1612,5366,5746,5887
1940 2287,4121,5366,5794,5887
1734 1111,1612,1979,4971,5794
2745 1612,2243,3424,3891,5794
1075 1612,3352,3512,5787,5794
1397 17,1111,1612,5787,5794
519 1243,1612,4121,5746,5787
893 1243,3424,4054,5366,5794
2239 1612,3388,3424,4054,5366
572 523,1243,4121,5366,5887
959 1098,2009,5366,5746,5794
2726 3891,4054,5366,5746,5794
2815 1243,4542,5746,5794,5887
1364 1243,4121,4542,5794,5887
1400 523,1181,1243,2287,5794
1610 2287,4121,4542,5500,5794
1803 2287,4542,5746,5794,5887
1468 3506,4160,5366,5746,5794
507 523,1181,1612,4121,5794
2257 562,1612,1979,5746,5794
2968 1127,1612,4542,5746,5794
972 3424,3891,5746,5787,5794
167 2243,3424,3506,5746,5794
859 1243,1612,3424,4121,4542
2519 1612,3767,3891,5794,5800
2235 1634,2287,4542,5746,5887
2892 2243,3891,5366,5787,5794
1598 1612,2928,3891,5787,5794
554 1243,1612,4054,5787,5794
1970 1181,2250,2287,5366,5794
1450 3424,4054,5366,5746,5794
241 709,3891,4054,5366,5787
1085 1181,2287,4121,5366,5794
2309 3891,4971,5366,5787,5794
1614 1243,1979,4121,5366,5746
2580 1111,1140,1612,3388,5746
1775 1612,1792,2760,5366,5746
2688 1111,1612,3388,5746,5800
2620 1111,1792,3512,5746,5794
863 523,1140,1243,1612,5366
1716 523,1140,1612,5366,5887
2869 1979,2243,4121,5366,5794
1127 307,1612,3352,5746,5794
505 1612,3767,4054,5746,5794
2236 2207,3179,3424,3506,5366
2114 1612,1792,2243,5366,5746
2616 1181,1243,1612,2243,5366
1095 3891,4160,5366,5746,5794
805 1181,1243,2243,3388,5366
467 1612,3767,5746,5794,5800
309 1111,1612,1792,5794,5887
407 1243,2287,4542,5794,5887
1591 523,1243,2287,5366,5887
2488 301,709,780,1799,5366
324 1612,2009,5095,5366,5794
1707 1612,1979,3200,5746,5794
2678 1612,2009,3388,4039,5366
1264 1612,1792,3512,3891,5794
1579 301,1612,2009,4039,5366
1421 1612,2760,3424,3891,5746
613 1111,1792,5746,5787,5794
421 2945,3424,5746,5787,5794
2411 1243,2287,4542,5746,5794
1054 1612,2243,4121,5366,5794
514 3424,3891,5366,5746,5787
2986 1792,2243,3506,5746,5794
1026 3179,3891,5366,5787,5794
2404 709,1140,2009,2287,5366
2791 1181,1612,2243,5500,5794
1931 2009,3388,3629,5366,5746
1730 523,1098,1612,3424,5366
737 523,1243,3424,4087,5366
1248 1612,3200,5366,5787,5887
495 2287,3424,4121,5366,5794
1532 1181,1612,2945,3388,5746
2400 301,709,1612,2589,5787
2900 1111,1612,3388,4054,5746
1927 1181,1612,4121,5366,5787
1479 1296,1612,2009,3388,4054
2477 1612,2945,3352,5746,5794
1850 2945,3424,3891,5746,5794
1547 1098,1612,5366,5746,5794
1271 1243,1612,4121,5746,5794
571 1264,1612,2009,3388,5366
1003 1296,3179,4542,5794,5887
2536 1296,2287,4542,5794,5887
1631 523,1140,2243,5366,5794
1217 1140,1612,1792,5366,5794
1210 1181,1612,2945,5746,5794
447 1181,1243,1612,5746,5787
1274 1612,3424,3891,5746,5787
2985 1111,2250,4542,5787,5794
1752 1111,1612,4542,4971,5794
132 709,1612,2589,5366,5787
2276 1181,1612,1979,5746,5800
2229 523,1243,2243,3424,5366
1066 2243,3200,3506,5366,5794
2989 709,1098,1612,3891,5366
2658 1243,1612,2243,5366,5787
2095 301,709,5095,5366,5787
2245 1181,1612,4971,5366,5787
342 1181,4971,5366,5746,5794
1617 1612,2243,2928,3915,5794
298 1098,1612,3891,5366,5794
647 1792,4054,5366,5746,5794
1074 1612,3767,5095,5787,5794
1351 1098,2009,3388,5366,5746
2793 1448,2287,4121,5366,5887
624 1181,1243,1979,2243,5794
436 1612,3512,5500,5746,5794
283 2945,3352,3767,5746,5787
696 523,1181,4121,5787,5794
1981 1792,2760,3506,5366,5746
361 1158,1612,2009,3388,5366
164 1612,2760,3891,4054,5366
985 1140,5366,5787,5794,5887
1390 307,1140,4956,5746,5794
2247 523,1612,1801,5366,5794
444 523,1181,1243,1612,5787
2013 2287,3179,4121,4542,5794
919 562,1181,1612,1979,5794
935 523,1243,2243,5366,5787
1444 3424,3506,4160,5366,5787
2919 1181,1612,2243,5366,5787
1711 1612,4971,5366,5746,5787
1243 1612,1979,2760,3200,5366
253 523,1243,2250,5366,5794
2335 1448,3179,3200,5366,5887
997 1202,1612,2945,3767,4054
1715 3179,4121,5366,5787,5887
1793 1127,1243,1612,5366,5794
1265 1612,1979,3200,5366,5746
1588 1612,2009,3629,5366,5746
2541 1296,1612,2760,3388,5746
630 1111,1612,1756,2760,5746
150 1111,1140,1612,3512,5794
2201 1243,1612,4054,5366,5746
520 523,1140,1612,3512,5794
1278 1612,3891,5746,5794,5800
1709 1792,2760,3891,5366,5746
1840 1243,1612,3424,4121,5787
277 1296,2287,3179,4542,5794
596 1140,1612,2009,5366,5746
1417 523,1612,2589,5366,5787
770 1448,2287,3179,4121,5366
22 1181,1243,1732,2243,5366
1392 4542,4971,5746,5787,5794
231 2243,3767,5746,5787,5794
2352 1111,1127,4542,5746,5794
2304 1243,1612,4054,5366,5787
1802 3424,3891,3909,5366,5746
2575 1181,1612,2243,2928,5794
33 2009,2287,4087,5366,5794
2295 1202,1612,2945,3767,5746
1031 2009,4054,4087,4956,5794
1633 1111,1612,1979,2945,3650
2259 1243,2243,3424,5366,5794
2858 3179,3424,4956,5787,5794
639 3200,3891,5366,5787,5794
2148 17,1612,3891,5787,5794
2250 1181,1612,2243,5787,5794
2378 2287,3179,3891,5366,5794
173 3179,4121,4542,5787,5887
179 1612,2243,5366,5746,5787
2581 1612,3200,5787,5794,5887
1789 1612,2243,3424,5746,5794
546 709,2287,3179,3891,5366
192 1979,2243,2945,5746,5794
1812 1111,1612,2928,5746,5787
2465 1612,1792,3891,5794,5887
1445 1243,1612,4054,5746,5794
587 1264,2009,2287,5366,5794
2409 1792,3506,3512,5787,5794
1381 1243,4121,4542,5746,5794
272 17,1111,5746,5787,5794
2933 523,2287,4121,4542,5887
1725 1140,5366,5746,5794,5887
330 523,2287,3424,4121,5794
2225 307,3352,5746,5787,5794
823 3081,3200,3506,5366,5794
354 1132,3424,3506,5366,5794
525 1448,3166,3179,4507,5366
230 1111,1612,2945,4054,5794
2675 1111,1612,2760,3388,4054
809 709,3179,3891,5366,5787
2819 1243,1634,2287,4542,5746
848 1612,3424,3915,4054,5794
1526 1296,3179,4542,5787,5794
771 2287,3179,4121,5366,5794
1571 1612,3424,4054,5746,5794
2399 1612,1979,4971,5746,5794
1962 1181,1612,3388,5746,5800
336 1296,2287,4542,5746,5794
1764 2287,3891,3909,5366,5746
325 1732,3179,4121,5366,5794
516 1111,1296,5746,5787,5794
1658 523,1243,2287,4121,5366
551 1612,1792,2243,5746,5794
1424 1243,1979,4121,5746,5794
1534 2945,3767,4054,5787,5794
1720 3179,3767,3891,5787,5794
1763 1111,1612,1792,3512,5746
1826 1111,1140,1612,5794,5887
701 1181,1612,4054,5366,5794
1028 1264,1612,5366,5746,5794
286 3200,3424,3891,5366,5794
2019 2928,2945,5746,5787,5794
931 523,1243,4121,5787,5887
522 1140,1792,3506,5366,5794
1743 1181,1612,2243,2945,5794
1660 562,1612,3891,5746,5794
271 1181,1612,4121,5787,5794
1385 523,2287,4087,5366,5794
1969 523,1243,2250,4542,5794
256 1181,1612,4971,5787,5794
2785 1612,2945,3424,3891,5787
2058 2009,2243,4121,5366,5794
1258 1098,1612,1979,5746,5794
1396 1612,2009,4054,4121,5366
1117 1296,2009,2287,5746,5794
950 1612,2945,3424,4054,5794
1 1732,2243,4121,5366,5794
2845 3767,3891,5746,5794,5800
2171 1612,1979,2945,3650,5746
1312 1243,1612,2243,5787,5794
1548 3424,3506,4160,5787,5794
466 523,1634,2250,4542,5887
1747 523,1181,1243,2243,5794
2359 1243,3388,3424,4054,5366
483 1612,3200,3767,5746,5794
366 1181,1979,2243,2945,5794
461 1296,1612,1792,5746,5794
2735 1140,2009,5366,5746,5794
1024 301,1264,1612,5366,5787
2931 1448,2287,3909,4707,5366
1693 1111,1140,1612,5787,5794
1359 1111,1612,4971,5787,5794
2977 523,2207,2287,3424,4542
1879 1181,2287,5500,5746,5794
2504 562,1111,1612,1979,5746
2215 1612,4971,5746,5787,5794
2546 1243,4054,5746,5787,5794
683 1612,2207,3388,3424,5366
1926 2009,3388,5366,5746,5874
1695 1612,2945,3352,5746,5787
2482 3179,3200,5366,5794,5887
636 1181,1612,2243,3053,5794
1335 3424,4121,5366,5746,5794
170 3506,4160,5746,5787,5794
742 523,1243,4121,5794,5887
320 1296,1634,2287,4542,5746
1180 301,709,1264,1612,5787
2573 1243,4121,4542,5746,5787
1388 1732,2287,3179,4121,5366
738 307,1140,1612,5746,5794
1183 3166,3179,3506,5366,5794
583 2243,3424,3891,3915,5794
2487 1634,2287,4121,4542,5887
2118 1612,3891,3915,4054,5794
2939 1612,1840,5366,5746,5794
474 1243,3424,4087,5366,5794
2018 523,1799,3424,4121,5366
865 1243,1612,1979,5746,5887
2872 1612,1979,4971,5366,5746
60 1098,1979,5366,5794,5887
1586 1243,1612,3424,4121,5794
2853 2287,3424,4542,4956,5746
1266 1243,1979,2243,5746,5794
434 562,1111,1979,5746,5794
2876 1612,3081,3767,5746,5794
1363 301,709,1612,5095,5787
1550 1181,1612,4971,5500,5794
302 1472,3767,3891,5787,5794
133 1243,1612,5746,5794,5887
1718 1243,1612,4121,5366,5887
1805 1181,1979,2945,5746,5794
214 1612,2243,2945,5746,5794
2521 1296,1634,2287,3179,4542
1244 1181,1243,4121,5366,5794
1871 1111,1612,2945,3388,4054
197 3200,4121,5366,5787,5794
1542 2287,3424,4956,5746,5794
2861 2207,2287,3424,4542,5794
1852 4121,5366,5746,5794,5887
2896 3081,5366,5746,5794,5887
559 2250,3424,4542,5787,5794
2597 3200,3767,3891,5746,5794
1691 523,1264,5366,5787,5794
2222 3179,3891,5787,5794,5887
1038 1792,2243,3891,5366,5794
1916 4160,4542,5746,5787,5794
1254 1612,2243,3388,3424,5746
915 1111,2928,2945,5746,5794
1083 1181,1612,4971,5366,5746
2755 3166,3891,5366,5746,5794
2048 1098,1612,3388,5366,5746
2003 1612,2243,3891,5787,5794
374 1098,1612,1979,5366,5746
151 3179,4121,5787,5794,5887
2227 1140,1243,1612,3388,5366
1091 1612,2945,3424,3891,5746
1203 1634,2287,3891,3909,5746
1782 1612,2760,3200,3891,5366
343 1612,3767,3891,4054,5794
2766 1612,3424,3915,4087,5794
1865 1612,1792,3512,5787,5794
1213 2009,3410,4121,5366,5746
876 1612,4054,4121,5366,5794
894 1448,2063,2287,4507,5366
347 180,2287,3179,4507,5366
2809 523,1243,2287,4121,4542
1053 1243,1612,2243,5746,5794
464 3424,4160,4542,5787,5794
1377 1111,1612,1792,5746,5787
2936 1472,3767,5746,5787,5794
955 1111,1612,4054,5787,5794
1470 1612,2945,4054,5746,5794
1825 3506,4160,5366,5746,5787
1587 2287,3179,3424,4121,4542
2158 1140,2287,5366,5794,5887
88 2207,3179,3424,4542,5794
2063 523,1243,4121,4542,5887
2696 3424,4054,4087,5366,5794
2237 709,2009,3179,4054,5366
2807 1612,3915,4054,4087,5794
700 1979,3200,4121,5366,5794
120 523,1181,1243,4121,5366
55 1792,3891,5366,5746,5787
922 2928,3891,5746,5787,5794
846 1612,1792,3891,5366,5887
1589 2287,3179,3424,3891,5366
2828 1612,3200,3388,5366,5746
912 1243,2287,4121,5366,5794
1766 523,1612,2589,4542,5787
907 1243,1612,1979,4121,5887
1124 1181,1243,4121,5366,5787
794 4054,4121,5366,5787,5794
999 1098,3891,5366,5746,5794
1791 523,1243,2287,4542,5887
2115 523,1243,2287,5794,5887
1432 2207,2287,4542,4956,5794
1995 709,1264,2009,3179,5366
2526 523,1181,2243,5366,5787
2163 1111,1140,1296,1612,5794
2196 1181,1243,1612,2243,5794
2561 1612,2945,4054,5787,5794
2463 1612,2009,3166,5746,5794
1292 1612,1979,2243,4121,5366
1469 523,2287,4121,5366,5887
1520 523,2207,2287,3424,5366
2255 523,1098,1612,3424,4542
262 2009,3200,3388,5366,5746
1816 523,1243,2243,3424,5794
2912 1612,4054,5746,5787,5794
558 1612,1979,2243,4121,5794
1615 1612,3891,4054,5746,5794
2368 1181,1612,2945,5787,5794
1511 1612,3891,4054,5787,5794
1992 1098,3424,4542,4956,5794
2712 523,1181,2243,5787,5794
2367 1243,2287,4121,4542,5794
357 1243,1612,1979,4121,5746
1737 1612,2243,2945,3388,5746
1122 1243,1612,3388,4054,5746
615 523,1243,1612,4087,5794
1495 1181,2243,4121,5366,5794
1252 1799,2009,3388,3629,5366
669 1111,1612,5787,5794,5800
1143 1612,2243,5746,5787,5794
2489 1111,1612,3166,5746,5794
897 1612,5095,5366,5746,5794
225 1612,2945,3424,5746,5787
731 709,1264,1612,5366,5787
1609 1612,3424,4121,5366,5746
622 2287,3179,3424,4121,5366
2513 1612,1792,2760,3891,5746
711 1098,1979,2243,5366,5794
1441 2009,2287,3166,5366,5794
2364 3179,3891,5366,5787,5887
1070 1132,1612,2009,5366,5794
2176 301,709,1612,2009,4039
1087 2243,3767,3891,5787,5794
1007 1111,1979,3200,5746,5794
1630 1243,3388,3629,5366,5746
103 3891,5746,5787,5794,5887
1856 2207,3081,3506,5366,5794
1369 1098,3506,5366,5746,5794
1346 1132,1612,1979,5366,5794
1204 1243,2243,5366,5746,5787
199 523,1098,1612,3424,5794
2098 1612,1979,2760,4971,5366
2605 1792,3891,5746,5787,5794
753 2207,2287,3424,3506,5366
259 3200,5366,5746,5787,5794
1593 523,1140,1612,2243,5366
1319 1181,4121,5366,5746,5794
2624 1792,5366,5787,5794,5887
1770 1181,1612,4971,5746,5794
1130 2928,2945,3891,5746,5794
443 1612,2009,4054,4121,5794
506 1243,1612,2243,3388,5746
2473 307,1140,1612,5787,5794
1522 2104,2287,3891,3909,5366
896 1140,2009,3179,5366,5794
2781 3424,4121,4542,5746,5794
344 1612,2243,3891,5366,5787
2852 2009,2243,4054,5366,5794
1114 1792,2243,4956,5746,5794
2956 1612,3424,4054,5366,5746
1575 1979,4121,5366,5746,5887
1531 1181,1243,1612,1979,2243
1748 1612,3200,3891,5366,5746
2348 1243,4054,4087,5366,5794
1327 1264,1612,5366,5787,5794
937 1111,1979,3200,5794,5887
2938 1111,1127,4542,5787,5794
1559 1612,3424,3891,4054,5366
2598 523,1612,2243,4121,5366
2053 1612,2243,2928,5746,5794
911 1111,4542,5746,5787,5887
2813 1098,1612,2009,5366,5746
1170 4121,4542,5746,5794,5887
589 1612,3166,3891,5366,5746
2420 1243,5366,5746,5787,5887
938 1612,1792,5366,5746,5887
442 1181,1243,1732,2287,5366
660 2760,3388,4054,5366,5746
1887 1243,1612,3424,4087,5366
1006 3179,3200,3506,5366,5787
2133 1296,1612,5746,5794,5887
2631 1243,4054,4121,5366,5794
2284 1111,1612,1792,4054,5794
1030 2287,4121,5366,5746,5794
580 2009,4039,4054,5366,5794
2493 2009,2287,3179,4121,5366
2706 1181,1612,2928,5787,5794
2138 2243,2945,3767,3891,5794
356 1111,1296,1612,5746,5787
2603 307,1140,1612,3424,5794
2149 709,1799,2009,2243,5366
925 3179,3200,5366,5787,5794
1146 1181,1612,2243,2945,3388
2211 1111,1296,4542,5787,5887
2326 1202,1612,3767,4054,5746
2345 523,619,1612,4542,5794
610 523,1612,2243,3424,5328
1411 2009,2589,3388,5366,5746
2467 1612,1792,3891,5746,5787
686 1979,4121,5746,5794,5887
2880 1612,2928,2945,3891,5794
183 307,3424,5746,5787,5794
13 1612,2009,3388,3629,5746
74 1111,1612,4542,4971,5787
2141 4054,4160,5366,5746,5794
346 1792,3512,4956,5787,5794
2297 1612,3424,4121,5746,5794
2200 3424,4054,5366,5787,5794
1489 1296,1612,3915,4054,5794
2197 2207,3506,5366,5746,5794
1376 523,2287,4121,5794,5887
1060 1140,2009,2287,4956,5794
2778 1243,1612,4121,5794,5887
758 1243,1612,4121,4542,5746
948 1612,4542,4971,5746,5794
204 180,2287,3179,3506,5366
983 3200,3421,3506,5366,5794
2204 709,1140,2009,3179,5366
1453 1612,3053,5787,5794,5887
2061 1612,3891,4054,5366,5746
698 1612,1979,2243,2945,5746
2908 1243,1612,1979,2243,5746
206 3891,5366,5746,5787,5887
2030 1098,1181,1612,1979,5366
2070 523,1181,2287,4121,5794
35 1243,2243,3388,3424,5366
1111 2207,3179,3424,5366,5794
760 1612,2243,2945,3767,5746
2109 1098,2009,4054,5366,5794
139 1792,3512,5746,5787,5794
1344 1243,4054,5366,5746,5787
1345 523,1181,2287,4121,5366
1150 1612,2243,3424,3891,3915
1827 2063,3424,3506,5366,5794
1512 1612,3767,5787,5794,5800
779 1264,1612,2009,5366,5746
510 1612,2945,3650,3767,5746
1184 1296,2009,2287,3179,5794
1407 1098,1612,3388,3424,5366
1808 3421,3506,3512,5746,5794
2154 4542,4971,5500,5746,5794
1590 1612,2243,2945,3891,5794
872 2945,3767,4054,5746,5794
165 1612,3388,5095,5366,5746
2267 2287,2575,3891,5366,5746
2316 1612,2009,2243,4054,5366
1199 1612,2009,3200,5366,5746
702 1181,1979,4160,5366,5794
838 3891,4971,5366,5746,5794
2161 1243,1612,4121,4542,5887
1762 1612,3166,3891,5746,5794
607 1181,1243,2243,5366,5787
2430 1296,2009,4054,5746,5794
51 307,1612,3352,5746,5787
2999 3179,3424,4121,4542,5787
1929 1111,1612,1801,1979,5794
188 3179,3200,5366,5787,5887
62 1181,1612,1979,2243,2945
1980 1111,5746,5787,5794,5887
422 1181,1979,4971,5746,5794
836 2287,3424,3891,5746,5794
1584 2009,3179,3200,5366,5794
756 1111,2928,2945,5787,5794
1619 1111,1296,4542,5746,5787
2925 1140,1448,2287,5366,5887
648 1181,2243,2945,3388,5746
2440 523,2287,3424,4087,5366
2050 523,1140,5787,5794,5887
2177 1243,1612,4121,5787,5887
1463 709,2009,2243,4054,5366
995 1612,2207,4542,5500,5794
2760 523,1181,2250,2287,5366
314 1111,1612,1756,2945,5746
1071 1243,1612,1901,4054,5366
2164 1243,1732,2287,4121,5366
2291 1612,2243,2945,3424,5794
1304 562,1181,1612,5746,5794
1577 2207,3179,3424,3506,5794
2363 523,1140,1243,1612,5794
423 1181,2243,5366,5746,5787
29 523,1612,2243,4121,5794
575 3200,3421,5366,5794,5887
1958 2287,3891,5746,5794,5887
2389 1612,2243,3767,5746,5787
64 709,2009,4039,4054,5366
401 1111,1612,4971,5746,5794
385 4121,4542,5500,5746,5794
2808 523,1243,2243,5787,5794
481 3424,3891,4160,5366,5794
2713 1181,1612,1979,2945,5746
1132 2009,2243,3388,4054,5366
2205 1612,3424,4121,4542,5746
884 1181,1979,4971,5366,5746
2932 1612,2009,2243,4121,5366
257 2243,4121,5366,5787,5794
681 1612,2243,5500,5746,5794
664 3424,3506,3909,5366,5746
1920 1181,1612,4121,5366,5746
1165 709,1612,3891,4054,5787
2365 2760,3388,3629,5366,5746
2322 1181,1243,1979,4121,5366
1348 2243,3506,5366,5746,5787
2175 1634,3179,4121,4542,5887
181 2287,3179,3424,3891,3915
784 1181,1612,3388,4054,5366
438 2243,3410,3424,5366,5746
2086 1243,4054,4121,5366,5787
1640 1296,4542,5746,5794,5887
2427 1612,3352,3512,5746,5794
1219 1243,2250,5366,5787,5794
757 1243,2575,3424,5366,5746
134 2287,3179,3424,3891,5794
1674 1612,3891,4971,5787,5794
23 1111,1612,5746,5787,5887
1646 1612,3891,4971,5366,5787
1418 1111,1127,1612,5746,5794
2777 1612,1979,2243,5794,5800
1373 1612,2207,5366,5746,5794
2349 1296,1612,4054,5787,5794
315 2243,3424,4956,5746,5794
1959 2287,4121,4542,5746,5794
1883 709,2243,3891,5366,5787
2635 1612,1979,2063,5366,5794
1337 1634,2287,3179,4121,4542
2571 1612,3200,3388,3424,5366
79 1612,5095,5366,5794,5887
594 3424,4121,5366,5746,5787
1247 523,1243,1612,2243,5787
245 1111,4542,4971,5746,5794
1663 523,1181,2250,2287,5794
2241 1243,1634,4121,4542,5746
2207 523,1264,1612,5366,5787
1560 1612,2009,3200,5746,5794
2915 1181,1612,2243,5794,5800
2294 1634,2287,2575,3891,5746
496 1612,4542,4971,5746,5787
2644 3767,4054,5746,5787,5794
2795 523,1181,1612,4121,5787
332 1098,2287,3506,5366,5794
2431 1181,4971,5366,5746,5787
2715 1634,4121,4542,5746,5887
1682 1181,1243,2243,5366,5746
2825 1612,3424,3891,4054,5794
1564 1612,4971,5500,5746,5794
2646 3081,5366,5746,5787,5794
783 1140,1612,5787,5794,5887
1953 1792,3512,3891,5746,5794
1001 1098,2009,4956,5746,5794
2687 1111,1612,1979,4039,5794
963 1181,1243,2243,5787,5794
1447 1243,2250,3424,4542,5794
2198 523,1612,3424,5328,5787
178 1140,3424,5366,5746,5794
521 1612,1792,2243,3891,5366
1384 1612,3200,4121,5366,5794
1541 1612,3891,4054,5366,5787
1753 1098,1612,2009,5746,5794
690 709,1612,2009,3316,5366
708 1612,2009,4039,4054,5366
1118 1181,1243,4121,5787,5794
968 2287,3166,5366,5746,5794
749 1243,2250,4542,5787,5794
2817 3200,3767,3891,5787,5794
2523 1111,1612,1792,2760,5746
1723 1140,1243,3424,5366,5794
2578 1181,2243,5746,5787,5794
2759 2575,3424,3891,5366,5746
658 1612,3200,3891,5746,5794
2812 307,1140,4956,5787,5794
2185 1612,1979,3512,5794,5800
1062 3352,3512,5746,5787,5794
1109 1243,1612,2243,3424,5366
1224 1140,2287,3424,5366,5794
789 1243,1612,3629,5366,5746
2923 1801,1979,5366,5746,5794
2615 1612,2945,3388,4054,5746
1719 1792,3506,3512,5746,5787
2592 2250,2287,5366,5794,5887
2873 1612,1792,5746,5794,5887
1160 1612,2928,3891,5746,5787
1627 2009,3200,4121,5366,5794
1166 1181,1612,4121,5746,5794
2995 1140,5366,5746,5787,5794
2428 2287,3179,3891,3915,5794
875 1098,1448,2287,4507,5366
662 523,1098,5366,5787,5794
274 1111,1296,2760,3388,5746
437 1140,1296,1612,2009,5794
503 2287,3166,3506,5366,5746
267 1140,1243,5366,5787,5794
2447 1181,2243,2945,5746,5794
227 2287,3891,5366,5746,5887
1954 1296,1634,2287,4542,5887
2681 1140,3424,3506,5366,5746
2116 307,1612,3424,5746,5787
1738 1181,1612,5787,5794,5800
1889 2009,3166,4956,5746,5794
678 1158,1612,2009,5366,5794
759 709,1612,2243,3891,5787
2779 1612,1792,4054,5746,5794
1175 1181,1979,2243,5794,5800
2356 1098,1612,5366,5787,5794
268 3388,3424,4054,5366,5746
1928 1098,1612,1979,2760,5366
